77:3,7,5,1,1,9,8,6,2,8,6,5,4,2,3,3,9,6,8,6,5,4,9,5,6,5,8,2,3,6
78:7,9,6,1,7,8,2,7,6,7,2,5,1,9,5,2,6,6,2,3,5,3,5,7,2,8,5,3,8,4
79:7,4,9,6,6,3,7,3,7,7,4,4,5,3,7,5,8,6,1,4,7,7,8,6,4,9,5,9,7,7
80:5,6,1,6,4,7,2,4,4,7,1,5,3,4,6,7,8,1,8,2,8,2,5,9,4,1,3,8,5,2
81:7,2,2,3,2,6,9,2,4,1,4,6,6,7,3,5,3,3,9,1,2,1,6,6,5,3,5,4,2,4
82:4,3,1,7,7,3,2,5,1,1,9,7,7,7,8,1,6,3,6,5,8,3,8,5,2,6,2,5,2,4
83:4,6,5,4,7,2,1,1,1,6,2,6,1,8,3,9,7,7,6,4,4,1,3,9,6,9,5,2,1,8
84:2,9,2,2,3,3,4,5,5,3,3,8,2,5,5,2,1,2,2,3,1,2,9,5,9,6,7,7,7,1
85:7,4,4,1,6,7,6,3,8,7,9,2,5,1,2,1,5,6,2,4,4,4,7,7,5,8,9,1,1,7
86:2,3,4,6,6,8,6,6,2,3,1,5,4,9,4,5,9,6,8,9,7,6,5,3,7,8,7,1,8,9
87:1,8,7,4,1,9,4,5,6,1,9,7,6,2,8,1,1,7,1,7,5,1,7,5,1,6,9,5,5,8
88:2,9,2,4,4,3,6,2,1,7,9,1,3,5,4,2,1,8,6,2,5,5,3,6,4,8,5,9,1,6
89:3,9,9,8,5,3,8,8,2,1,1,9,5,1,6,8,5,6,5,1,4,2,6,8,6,7,7,1,8,9
90:9,9,6,9,8,9,4,8,6,1,6,7,8,6,4,2,5,8,6,9,1,2,1,7,7,1,9,5,9,5
91:2,6,4,5,5,3,1,6,7,8,7,7,3,5,6,2,7,7,6,1,9,6,6,1,6,2,7,3,8,5
92:7,4,4,1,6,7,6,3,8,7,9,2,5,1,2,1,5,6,4,4,4,4,7,7,5,8,9,1,1,7
93:2,5,9,2,7,8,8,2,3,3,9,8,9,1,7,7,9,1,6,9,9,3,6,7,4,3,3,9,9,1
94:2,9,2,4,4,3,6,2,1,7,9,1,3,5,5,2,1,8,6,2,5,5,3,6,4,8,5,9,1,3
95:1,9,4,3,7,7,5,8,9,3,8,1,1,7,4,7,3,5,1,9,1,4,4,7,4,6,5,9,4,2
96:9,7,5,4,5,6,1,4,7,1,1,1,1,7,4,1,6,2,5,2,7,5,6,3,1,1,3,6,2,7
97:8,6,1,8,7,8,1,2,3,8,5,1,9,1,3,4,1,7,4,7,5,6,7,2,1,1,7,4,2,4
98:9,9,3,9,3,1,7,5,6,3,8,4,3,1,7,7,9,6,5,1,4,2,9,7,3,9,3,1,9,9
99:2,4,4,2,4,4,7,1,9,1,1,6,9,7,6,5,9,4,6,9,2,1,5,6,1,7,8,4,9,6
100:9,5,3,4,7,2,5,6,3,1,4,1,5,2,3,4,8,1,1,2,2,5,7,4,6,9,1,7,4,2
101:5,3,9,5,7,7,7,4,3,6,2,3,5,6,5,2,2,4,8,8,9,5,1,4,5,1,5,3,8,7
102:6,4,5,9,8,9,2,9,3,1,4,4,3,2,1,8,3,1,2,2,9,5,4,2,1,9,6,6,2,6
103:1,9,5,6,8,1,4,8,9,5,1,7,8,6,1,6,8,2,3,6,8,6,8,3,2,9,5,5,9,1
104:8,9,3,5,2,5,4,8,1,9,2,5,1,8,7,3,4,7,5,1,2,8,1,2,3,7,8,1,3,2
105:3,3,6,6,2,3,4,5,3,1,8,7,9,7,3,3,7,3,2,4,4,2,9,6,5,9,6,5,5,8
106:4,1,4,6,7,6,1,8,7,3,3,7,6,2,6,1,9,7,2,1,1,3,8,7,8,9,7,8,5,5
107:9,9,3,6,5,4,4,3,7,5,2,8,6,9,2,7,8,1,6,5,7,2,3,8,1,7,4,4,4,3
108:5,1,3,2,9,9,9,8,7,1,2,9,1,5,5,6,2,9,3,8,6,5,7,4,3,5,4,5,1,9
109:4,6,3,5,9,9,7,8,4,5,7,3,3,6,1,4,1,5,2,7,8,7,6,1,3,1,1,5,4,4
110:6,9,1,9,4,6,4,7,4,4,2,9,4,5,3,1,5,4,7,3,7,4,6,5,2,4,6,3,6,6
111:4,6,4,8,7,6,8,7,4,3,1,4,1,9,9,7,6,1,4,7,8,8,1,9,5,1,1,1,3,4
112:8,3,5,5,1,2,9,2,4,9,9,9,7,2,2,9,6,2,6,9,1,1,3,2,7,4,6,8,7,9
113:3,1,9,6,4,6,7,1,6,8,1,1,4,6,7,1,1,4,1,8,7,4,8,2,7,2,4,7,5,3
114:4,5,6,3,1,8,5,6,7,8,5,7,4,9,6,5,4,6,3,3,5,4,9,3,5,8,1,4,8,7
115:3,8,6,5,7,7,4,5,3,3,3,2,1,7,4,9,7,9,2,1,8,8,1,7,4,5,8,9,7,8
116:3,4,4,2,4,1,9,2,7,2,4,9,8,2,2,1,8,2,3,7,8,7,7,4,7,4,3,1,8,1
117:2,5,4,5,5,5,4,3,5,7,8,7,8,8,6,8,5,9,9,9,6,4,7,8,2,1,1,3,1,3
118:7,8,6,2,6,2,8,7,7,8,1,1,3,4,3,4,8,3,9,1,1,8,5,5,1,4,5,2,7,6
119:1,7,3,8,9,2,4,2,3,7,3,1,5,7,2,7,1,4,1,4,4,3,4,6,1,3,4,7,2,4
120:5,1,1,5,7,7,1,1,7,6,1,4,9,7,7,6,8,7,6,6,4,3,3,8,6,2,3,6,2,3
121:8,7,7,4,3,2,2,7,1,7,3,7,4,7,4,7,6,5,4,5,6,1,5,4,9,3,3,4,1,4
122:2,9,5,7,1,7,4,3,2,1,9,2,2,7,1,1,9,9,2,9,6,6,7,4,5,4,5,1,6,5
123:4,2,2,6,8,8,2,2,7,6,9,4,2,6,4,5,7,7,6,5,1,1,6,7,2,9,3,1,6,5
124:8,8,8,9,6,6,9,8,3,3,8,8,5,6,8,4,4,6,7,8,2,3,7,7,8,2,4,6,6,9
125:5,6,4,1,6,9,2,3,8,8,4,1,3,2,5,7,1,3,7,9,7,9,5,9,7,6,8,4,6,3
126:3,8,9,2,2,9,8,6,2,3,6,9,9,4,2,7,7,8,7,5,8,6,6,9,1,2,6,5,1,2
127:8,2,1,7,9,8,6,1,1,2,7,8,6,7,5,9,9,1,1,8,8,7,6,6,4,2,6,7,2,9
128:2,2,8,3,1,5,7,4,7,8,1,9,1,8,7,9,6,9,8,1,5,2,7,6,8,7,9,5,2,3
129:9,3,5,5,3,3,3,1,4,4,8,8,8,8,3,1,6,1,9,9,3,5,7,4,1,2,9,4,3,5
130:2,8,7,9,6,6,1,4,1,7,1,5,6,9,4,9,4,4,3,2,9,1,3,2,6,1,2,7,3,6
131:8,6,8,9,8,3,7,5,8,1,3,7,4,3,5,4,6,2,9,1,4,2,5,5,4,8,7,6,5,4
132:6,1,7,1,7,9,1,2,6,6,3,6,4,4,5,7,3,1,5,1,1,3,9,5,6,8,9,6,4,7
133:2,6,2,2,3,3,4,5,5,3,3,8,2,5,5,2,1,2,2,3,1,2,9,5,9,6,7,7,7,9
134:1,1,1,3,9,6,9,6,8,9,6,5,5,2,5,9,4,5,5,1,1,9,9,9,2,2,8,4,9,7
135:6,8,4,7,8,4,1,8,6,8,8,8,6,5,4,2,1,5,3,5,6,6,2,9,5,4,4,3,4,3
136:9,7,3,9,4,9,2,2,2,6,8,9,4,9,3,5,8,1,5,6,1,1,9,2,5,4,8,7,6,1
137:3,5,6,5,4,6,3,5,6,6,3,4,6,4,7,5,7,8,6,5,6,4,6,4,9,7,7,5,8,8
138:2,1,6,4,2,8,5,1,3,3,9,6,3,8,5,9,1,7,9,2,5,9,7,4,7,2,3,8,7,7
139:6,7,4,2,4,7,2,7,3,2,8,5,9,1,7,6,6,7,9,7,4,4,5,5,4,1,1,5,5,2
140:1,9,8,9,6,5,7,5,2,9,7,2,5,4,6,3,6,7,4,7,5,3,7,4,5,2,2,8,4,2
141:5,5,4,2,4,1,5,3,5,4,1,7,8,3,1,4,9,5,2,1,2,5,2,6,1,9,3,2,7,5
142:8,2,9,6,5,8,2,9,7,1,6,2,7,2,2,4,4,7,6,3,4,1,6,1,7,8,2,4,4,4
143:5,2,7,2,5,2,3,8,5,7,2,3,6,3,2,8,7,4,1,7,7,6,8,9,6,9,2,1,6,3
144:6,9,9,3,3,2,7,4,9,3,8,9,4,6,6,2,1,6,3,1,4,7,4,9,5,4,8,3,3,1
145:2,5,2,7,5,7,1,1,6,1,3,6,9,4,9,6,9,7,2,5,7,1,7,7,1,8,1,6,5,7
146:8,7,9,4,7,4,2,9,7,1,3,1,7,5,6,1,7,1,2,2,7,8,7,1,1,3,6,4,9,7
147:6,2,6,6,9,4,1,5,3,1,3,9,5,7,1,8,5,1,8,5,7,4,7,4,4,3,1,4,2,1
148:2,4,4,2,4,4,7,1,9,1,1,6,9,7,6,5,9,4,6,9,2,1,5,6,1,6,8,4,9,6
149:4,3,1,5,5,7,9,6,5,5,7,2,8,2,6,4,4,2,3,8,5,7,5,6,9,7,7,5,5,1
150:4,7,7,3,9,3,4,9,3,9,3,1,5,2,6,9,1,5,7,6,7,6,7,6,1,4,6,6,4,7
151:6,9,9,3,3,2,7,4,9,3,8,9,4,9,6,2,1,6,3,1,4,7,4,9,5,4,8,3,3,1
152:2,9,5,7,1,7,4,3,2,1,9,2,2,7,1,1,9,9,2,9,6,6,7,4,5,4,5,1,6,7
153:2,5,9,8,3,6,3,5,1,9,7,9,6,6,4,4,3,2,8,6,9,1,4,6,2,5,4,3,2,4
154:9,9,3,6,5,4,4,3,7,5,2,8,9,9,2,7,8,1,6,5,7,2,3,8,1,7,4,4,4,7
155:5,2,7,2,5,2,3,8,5,7,2,3,6,3,2,8,7,4,1,7,7,6,8,9,6,9,2,1,6,3
156:9,9,9,6,3,5,3,8,7,3,7,7,3,1,8,1,5,4,3,7,4,2,5,6,7,1,4,8,1,1
157:8,9,5,2,5,7,4,6,1,3,8,7,7,2,2,8,8,6,6,3,4,6,4,9,2,1,5,4,9,8
158:5,1,1,5,7,7,1,1,7,6,1,4,9,7,7,6,8,7,6,6,4,3,3,8,6,2,3,6,2,3
159:1,7,8,7,3,4,6,4,6,7,3,7,6,8,5,4,5,4,7,2,2,8,2,2,6,2,3,6,9,6
160:6,8,4,7,8,4,1,8,6,8,8,8,6,5,4,2,1,5,3,5,6,6,2,9,5,4,4,3,4,6
161:5,3,9,5,7,7,7,4,3,6,2,3,5,6,5,2,2,4,8,8,9,5,1,4,9,1,5,3,8,5
162:9,7,3,9,4,9,2,2,2,6,8,9,4,9,3,5,8,1,5,6,1,3,9,2,5,4,8,7,6,6
163:2,6,3,6,7,3,4,8,4,4,3,6,5,4,6,7,9,3,2,6,2,6,5,9,3,5,7,3,3,3
164:8,7,7,4,3,2,2,7,1,7,3,7,4,7,4,7,6,5,4,5,6,1,5,4,9,3,3,4,1,2
165:8,9,2,5,8,3,9,5,6,5,8,2,2,8,4,2,3,8,5,5,2,8,3,9,1,9,9,6,9,3
166:2,4,4,2,4,4,7,1,9,1,1,6,9,7,6,5,9,4,6,9,2,1,5,6,1,7,8,4,9,4
167:6,7,8,1,6,2,8,2,8,5,9,9,7,9,7,7,3,3,8,1,3,6,1,9,1,9,2,6,2,6
168:7,9,8,5,4,7,3,1,2,8,8,9,4,7,9,9,3,9,3,2,5,8,5,6,7,1,6,8,9,7
169:2,8,1,7,3,1,4,9,4,1,6,8,3,7,4,9,9,9,6,9,1,9,2,8,3,4,9,7,2,1
170:9,2,6,1,2,1,8,8,4,2,6,9,5,5,1,2,8,2,2,5,5,2,1,1,7,2,1,3,8,4
171:7,8,6,2,6,2,8,7,7,8,1,1,3,4,3,4,8,3,9,1,1,8,5,5,1,4,5,2,7,6
172:9,4,7,6,5,4,4,9,1,7,4,9,2,5,5,8,4,5,3,6,4,7,1,1,5,8,8,7,6,3
173:1,5,7,1,4,5,5,6,5,1,5,6,8,2,6,6,3,8,7,9,6,2,5,4,7,1,3,3,2,2
174:6,8,8,8,7,2,2,8,1,4,5,2,5,9,6,5,3,8,8,4,6,2,8,3,2,6,8,7,3,7
175:2,1,4,9,9,8,7,3,9,4,4,8,8,6,5,9,6,4,2,5,5,2,2,8,3,3,1,6,9,4
176:3,4,5,5,7,7,8,1,6,8,5,4,3,9,9,1,6,4,6,1,7,1,2,9,6,4,8,4,8,2
177:6,9,6,3,8,8,2,9,1,2,8,2,6,4,3,3,3,3,6,7,2,6,8,6,4,7,7,4,7,6
178:4,9,7,4,9,1,4,7,3,4,5,6,5,4,9,2,8,5,2,7,5,3,6,4,1,6,9,5,3,3
179:7,1,1,8,3,4,5,8,8,8,4,6,6,2,8,3,7,1,8,3,1,9,6,1,3,5,8,5,6,2
180:3,2,3,9,8,5,7,5,5,6,8,9,5,2,4,6,9,2,1,6,7,9,8,3,4,9,6,5,6,6
181:9,7,6,4,2,4,6,9,4,8,1,8,5,1,2,5,6,1,8,6,2,3,9,8,4,3,6,1,7,1
182:3,9,9,5,4,9,8,4,1,3,4,3,4,4,2,5,9,7,7,7,9,9,4,3,5,3,3,2,1,7
183:4,6,5,4,7,2,1,1,1,6,2,6,1,8,3,9,7,7,6,4,4,1,3,9,6,9,5,2,1,8
184:5,2,8,1,1,9,4,4,2,8,4,9,7,6,5,4,8,8,8,1,5,5,2,9,9,5,3,3,2,3
185:9,7,7,7,8,7,2,4,7,2,7,5,8,7,9,2,6,1,2,7,3,1,1,1,5,7,8,8,7,8
186:8,2,8,1,1,2,8,4,4,9,8,7,5,2,3,7,4,5,2,7,8,6,7,4,5,8,7,7,2,6
187:2,2,8,3,1,5,7,4,7,5,1,9,1,8,7,9,6,9,8,1,5,2,7,6,8,7,9,5,2,8
188:6,7,4,2,4,7,2,7,3,2,8,5,9,4,7,6,6,7,9,7,4,4,5,5,4,1,1,5,5,8
189:8,8,9,5,3,2,3,6,5,8,7,4,4,1,3,3,1,6,9,2,8,4,1,4,9,9,9,3,9,3
190:7,4,7,5,5,5,1,6,2,2,4,2,4,5,4,1,2,6,7,8,1,8,3,3,3,1,9,6,7,3
191:3,9,9,5,4,9,8,4,1,3,4,3,4,4,2,5,9,7,7,7,9,9,4,3,5,3,3,2,1,8
192:2,1,6,4,2,8,5,1,3,3,9,6,3,8,5,9,2,7,9,2,5,9,7,4,7,2,3,8,7,7
193:6,3,1,1,5,3,3,5,2,9,4,8,3,2,2,2,5,3,3,7,5,4,1,3,3,3,2,8,7,1
194:3,4,5,3,7,1,5,6,9,2,5,4,3,2,9,2,7,8,1,9,3,7,7,2,1,2,3,6,8,8
195:9,9,9,6,3,5,3,8,7,3,7,7,3,1,8,1,5,4,3,7,4,2,6,6,7,1,4,8,1,1
196:1,1,7,2,3,4,6,2,2,5,3,8,2,2,2,5,5,7,2,2,6,2,5,7,9,6,5,7,3,9
197:2,2,7,2,5,2,3,8,5,7,2,3,6,3,2,8,7,4,1,7,7,6,8,9,6,9,2,1,6,3
198:5,6,4,6,8,1,5,4,9,9,7,9,7,4,7,8,1,5,5,4,6,2,7,5,1,6,8,7,8,2
199:2,7,2,1,7,3,8,4,9,5,5,7,6,7,8,5,8,6,8,2,9,8,4,7,7,4,1,2,3,6
200:6,1,1,3,8,5,9,7,8,1,3,5,3,9,3,4,2,9,1,6,2,5,7,4,3,9,4,7,8,3
201:1,3,2,3,8,5,4,1,8,9,1,6,3,7,5,8,7,6,6,1,6,6,7,2,7,4,7,6,3,1
202:5,3,8,6,7,7,5,7,8,3,2,3,3,3,5,3,2,8,5,1,9,9,3,7,8,8,8,7,1,2
203:9,1,8,7,9,3,7,9,4,1,8,5,6,7,9,1,8,3,4,7,5,6,5,5,8,2,3,6,5,7
204:7,4,4,1,6,7,6,3,8,7,9,2,5,1,2,1,5,6,2,4,4,4,7,7,5,8,9,1,1,7
205:5,6,1,6,9,1,6,1,3,7,9,7,3,9,6,5,9,1,1,4,1,1,4,2,9,3,9,6,5,3
206:6,9,6,3,8,8,2,9,1,2,8,2,6,4,3,3,3,3,6,7,2,6,8,6,4,7,7,4,7,1
207:4,9,5,4,2,4,4,2,2,6,1,2,3,4,4,8,4,4,7,9,8,8,1,9,4,4,8,9,5,5
208:7,9,2,1,6,3,5,8,4,5,6,8,2,6,1,7,2,2,5,5,3,6,8,1,2,1,9,4,1,8
209:9,9,3,9,3,1,7,5,6,3,8,4,3,1,7,7,9,6,5,1,4,2,9,7,3,9,3,1,2,9
210:3,6,8,9,4,2,4,1,9,7,1,7,7,2,6,9,2,6,2,3,2,8,7,5,6,7,5,8,9,6
211:6,9,1,9,4,6,4,7,4,4,2,9,4,5,3,1,5,4,7,3,7,4,6,5,2,4,6,3,6,2
212:2,3,4,6,6,8,6,6,2,3,1,5,4,9,4,5,9,6,8,9,7,6,5,3,7,8,7,1,6,9
213:2,6,5,4,1,2,1,1,2,2,5,1,6,3,6,2,9,9,1,6,1,2,3,8,5,3,9,4,7,6
214:4,3,1,7,7,3,2,5,1,1,9,7,7,7,8,1,6,3,6,5,8,3,8,5,2,6,2,5,2,1
215:6,2,3,9,6,7,8,3,1,7,7,4,7,8,6,3,3,1,8,4,4,1,9,7,3,2,7,5,2,4
216:4,8,9,3,6,1,1,4,7,6,5,6,8,1,3,3,9,2,2,9,7,9,6,3,1,4,3,4,1,4
217:3,4,5,5,7,7,8,1,6,8,5,4,3,3,9,1,6,4,6,1,7,1,2,9,6,4,8,4,8,2
218:4,8,2,8,4,5,2,2,6,9,5,6,3,2,3,2,5,6,5,8,8,7,5,7,7,5,2,3,2,7
219:3,8,6,5,5,6,7,8,7,9,5,4,1,2,2,7,7,3,8,2,2,2,8,3,6,8,7,7,2,8
220:8,8,3,8,3,8,8,2,1,2,6,9,3,6,7,7,8,1,3,3,7,5,1,5,1,3,6,7,3,8
221:9,7,7,7,8,7,2,4,7,2,7,5,8,7,9,2,6,1,2,7,3,1,1,1,5,7,8,8,7,8
222:1,4,1,9,2,3,1,3,9,2,6,6,1,2,7,9,9,2,1,5,4,9,9,3,7,6,4,3,2,9
223:6,1,1,9,6,1,2,4,2,3,1,2,7,2,8,9,6,8,1,8,1,2,2,4,7,7,7,4,1,2
224:2,9,7,9,7,5,7,6,9,2,5,2,2,3,1,5,2,4,9,7,6,5,6,9,7,1,4,7,3,5
225:7,2,4,8,2,8,7,7,8,6,1,6,9,8,6,5,8,5,4,6,5,6,9,1,9,6,5,4,1,2
