3573363,580828,1638
3573363,582882,891
3597972,555391,1796
3597972,608427,1451
3632320,521132,1640
3632320,592506,717
3632320,592950,1600
3701085,589831,1452
3761008,649677,1656
3761008,652215,883
3761008,653290,1261
3848677,737466,1688
3848677,740653,542
3928198,657209,1331
3928198,818855,911
4005056,734178,1350
4005056,737681,836
4029460,708851,1582
4029460,760369,838
4029460,762931,591
4083374,763104,1402
4145506,700297,1513
4145506,827590,737
4145506,828322,1481
4178457,733105,1376
4178457,737250,1113
4232681,678032,1754
4232681,789782,643
4305156,750439,1690
4305156,755140,1534
4334246,779894,1132
4334246,781994,802
4334246,784340,1030
4432789,878163,1458
4505106,805102,1715
4505106,953109,667
4505106,955256,1242
4585292,885092,1855
4585292,889067,1110
4684530,984343,1830
4684530,986999,977
4746357,1046106,1542
4746357,1049428,1798
4778092,1013493,1483
4778092,1080281,519
4778092,1082225,884
4849699,941858,1603
4875018,916672,1691
4875018,969106,511
4875018,970302,1104
4936871,978654,1361
4936871,982053,1279
5019929,1061853,1105
5019929,1063751,638
5052124,1029095,1309
5052124,1096852,1473
5071858,1048532,1854
5071858,1050670,638
5071858,1052645,1179
5105463,1014110,1539
5131300,1040135,1373
5131300,1042725,835
5131300,1044217,1230
5172122,998485,1649
5172122,1083997,854
5257524,913347,1121
5257524,1085779,672
5297279,953166,1263
5297279,956528,1386
5380675,1036417,1563
5380675,1038689,516
5380675,1040795,1444
5405677,1061151,1681
5501787,964506,1096
5501787,1159704,741
5501787,1160412,679
5554952,1017674,1345
5554952,1020789,1016
5566901,1029397,1381
5566901,1031461,535
5649451,1111939,1322
5649451,1115362,1456
5700567,1060214,1178
5700567,1164973,977
5700567,1167478,1271
5751696,1008902,1667
5832803,1090172,1273
5832803,1091864,838
5832803,1093253,1425
5891754,1030636,1178
5891754,1152962,1766
5959134,962999,1731
5959134,1100319,945
6020264,901968,1718
6020264,1027777,1781
6091399,973027,1394
6091399,975052,682
6091399,976908,1840
6133059,1014684,1455
6143682,1025282,1440
6143682,1027481,584
6143682,1028929,1980
6168861,999167,1845
6168861,1053933,1718
6197086,1027605,1692
6197086,1030186,891
6259646,1090077,1623
6259646,1093218,1547
6283761,1114091,1816
6283761,1116219,588
6283761,1117387,909
6380091,1016996,1741
6416730,980524,1329
6416730,1056223,996
6416730,1057264,868
6492223,1056047,1365
6492223,1059596,841
6561797,1125277,1863
6561797,1127861,894
6637633,1201196,1503
6637633,1205052,967
6688656,1149565,1466
6688656,1254807,951
6688656,1256115,1900
6702368,1162932,1559
6768185,1229015,1490
6768185,1231461,853
6768185,1232588,1149
6804013,1264603,1625
6804013,1267896,857
6853529,1214569,1077
6853529,1316886,697
6916563,1277488,1556
6916563,1281312,819
7012185,1180917,1823
7012185,1375485,757
7012185,1377553,1495
7064158,1233271,1424
7120862,1289804,1457
7120862,1291663,803
7120862,1293620,829
7196679,1365482,1380
7196679,1370349,1109
7259064,1302098,1845
7259064,1430153,700
7295434,1265790,1442
7295434,1343208,948
7311227,1250314,1252
7311227,1284296,565
7311227,1285556,820
7372816,1311617,1408
7417419,1356481,1545
7417419,1358266,725
7417419,1360000,1826
7478071,1417006,1412
7478071,1421323,1351
7556754,1337465,1710
7556754,1497722,612
7651004,1431728,1546
7651004,1436304,1666
7672800,1453839,1302
7672800,1455877,947
7672800,1458278,538
7758600,1366040,2540
